City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Year,Month,Day,Season
Ahmedabad,2015-04-12,39.42,118.127106,5.28,19.56,24.66,23.483477,5.28,17.66,31.3,0.0,0.0,0.0,175.0,Moderate,2015,4,12,Spring
Ahmedabad,2015-04-13,111.86,118.127106,3.89,22.51,25.17,23.483477,3.89,15.84,31.23,0.0,0.0,0.0,226.0,Poor,2015,4,13,Spring
Ahmedabad,2015-04-14,58.37,118.127106,5.74,21.71,27.69,23.483477,5.74,25.9,43.92,2.15,10.46,5.4,244.0,Poor,2015,4,14,Spring
Ahmedabad,2015-04-18,109.48,118.127106,4.3,20.27,22.86,23.483477,4.3,46.6,31.34,0.05,0.0,6.19,285.0,Poor,2015,4,18,Spring
Ahmedabad,2015-04-22,63.38,118.127106,3.44,13.28,15.44,23.483477,3.44,24.79,43.62,0.0,0.0,1.23,189.0,Moderate,2015,4,22,Spring
Ahmedabad,2015-04-23,75.29,118.127106,3.35,14.29,17.97,23.483477,3.35,76.05,60.71,0.0,0.01,2.27,166.46358,Moderate,2015,4,23,Spring
Ahmedabad,2015-04-24,80.9,118.127106,5.7,18.62,24.23,23.483477,5.7,65.44,22.8,0.05,0.09,3.46,214.0,Poor,2015,4,24,Spring
Ahmedabad,2015-04-25,103.29,118.127106,4.55,19.82,23.69,23.483477,4.55,85.42,22.18,0.06,1.17,2.58,253.0,Poor,2015,4,25,Spring
Ahmedabad,2015-04-26,107.5,118.127106,5.29,15.56,19.73,23.483477,5.29,74.37,10.12,0.09,0.16,2.91,239.0,Poor,2015,4,26,Spring
Ahmedabad,2015-04-27,161.14,118.127106,3.11,14.77,16.12,23.483477,3.11,118.35,59.73,0.0,2.55,0.0,166.46358,Moderate,2015,4,27,Spring
Ahmedabad,2015-04-28,102.58,118.127106,3.88,12.74,16.82,23.483477,3.88,41.94,26.89,0.02,6.4,0.76,166.46358,Moderate,2015,4,28,Spring
Ahmedabad,2015-04-29,138.42,118.127106,5.05,16.7,21.56,23.483477,5.05,77.74,27.18,0.01,0.88,2.01,300.0,Poor,2015,4,29,Spring
Ahmedabad,2015-05-01,96.65,118.127106,4.67,15.9,20.53,23.483477,4.67,39.41,11.83,0.01,0.0,3.11,240.0,Poor,2015,5,1,Spring
Ahmedabad,2015-05-05,83.99,118.127106,2.73,0.08,2.75,23.483477,2.73,34.06,69.57,0.28,0.05,8.97,227.0,Poor,2015,5,5,Spring
Ahmedabad,2015-05-06,65.11,118.127106,3.14,4.58,6.75,23.483477,3.14,22.27,32.26,0.17,0.04,5.84,120.0,Moderate,2015,5,6,Spring
Ahmedabad,2015-05-07,51.03,118.127106,6.24,20.47,26.2,23.483477,6.24,15.5,31.44,0.0,0.0,1.29,158.0,Moderate,2015,5,7,Spring
Ahmedabad,2015-05-08,38.73,118.127106,8.0,19.28,26.61,23.483477,8.0,20.13,25.7,0.0,0.0,2.08,177.0,Moderate,2015,5,8,Spring
Ahmedabad,2015-05-09,61.12,118.127106,9.94,17.82,27.18,23.483477,9.94,39.69,25.9,0.0,0.0,3.49,201.0,Poor,2015,5,9,Spring
Ahmedabad,2015-05-10,58.44,118.127106,10.68,17.24,27.38,23.483477,10.68,54.69,18.89,0.0,0.0,1.39,211.0,Poor,2015,5,10,Spring
Ahmedabad,2015-05-11,61.49,118.127106,11.44,16.69,27.61,23.483477,11.44,42.66,18.2,0.01,0.0,2.59,221.0,Poor,2015,5,11,Spring
Ahmedabad,2015-05-12,65.39,118.127106,12.3,16.08,27.86,23.483477,12.3,27.96,22.35,0.0,0.0,2.29,233.0,Poor,2015,5,12,Spring
Ahmedabad,2015-05-18,130.34,118.127106,7.14,17.43,23.72,23.483477,7.14,52.07,29.05,5.05,14.0,1.3,212.0,Poor,2015,5,18,Spring
Ahmedabad,2015-05-19,53.24,118.127106,8.05,15.86,23.34,23.483477,8.05,36.23,21.58,5.23,15.0,1.02,280.0,Poor,2015,5,19,Spring
Ahmedabad,2015-05-20,42.0,118.127106,10.44,18.16,21.8,23.483477,10.44,17.0,25.5,0.0,0.0,0.0,162.0,Moderate,2015,5,20,Spring
Ahmedabad,2015-05-21,50.1,118.127106,9.46,14.9,22.5,23.483477,9.46,30.67,12.91,0.41,1.89,1.44,166.46358,Moderate,2015,5,21,Spring
Ahmedabad,2015-05-23,38.88,118.127106,2.18,16.28,17.74,23.483477,2.18,26.4,12.47,3.0,6.96,6.37,128.0,Moderate,2015,5,23,Spring
Ahmedabad,2015-05-24,46.89,118.127106,2.96,16.17,18.49,23.483477,2.96,41.96,10.74,3.41,8.87,3.53,129.0,Moderate,2015,5,24,Spring
Ahmedabad,2015-05-25,70.96,118.127106,4.12,15.47,19.28,23.483477,4.12,23.67,16.01,3.72,8.13,4.06,152.0,Moderate,2015,5,25,Spring
Ahmedabad,2015-05-26,53.66,118.127106,4.23,14.43,18.06,23.483477,4.23,14.46,45.64,2.39,6.4,3.53,176.0,Moderate,2015,5,26,Spring
Ahmedabad,2015-05-27,45.49,118.127106,4.26,13.73,17.1,23.483477,4.26,12.85,71.85,2.5,5.96,3.36,167.0,Moderate,2015,5,27,Spring
Ahmedabad,2015-05-28,60.86,118.127106,5.27,16.61,21.42,23.483477,5.27,14.91,41.19,3.03,9.18,6.54,106.0,Moderate,2015,5,28,Spring
Ahmedabad,2015-05-29,51.93,118.127106,13.71,17.87,31.64,23.483477,13.71,15.33,12.88,6.32,19.17,10.57,231.0,Poor,2015,5,29,Spring
Ahmedabad,2015-05-31,57.59,118.127106,5.6,15.47,20.42,23.483477,5.6,41.68,25.51,2.64,6.3,3.08,174.0,Moderate,2015,5,31,Spring
Ahmedabad,2015-06-01,77.22,118.127106,7.02,15.47,21.13,23.483477,7.02,71.97,9.56,3.74,8.45,1.17,185.0,Moderate,2015,6,1,Summer
Ahmedabad,2015-06-02,45.29,118.127106,7.25,12.74,19.66,23.483477,7.25,18.64,6.32,2.73,6.99,0.76,179.0,Moderate,2015,6,2,Summer
Ahmedabad,2015-06-03,103.78,118.127106,6.36,13.9,19.86,23.483477,6.36,7.76,15.27,0.82,1.37,0.81,211.0,Poor,2015,6,3,Summer
Ahmedabad,2015-06-04,25.14,118.127106,6.01,18.73,24.74,23.483477,6.01,38.05,38.52,0.0,0.0,0.0,192.0,Moderate,2015,6,4,Summer
Ahmedabad,2015-06-06,89.6,118.127106,6.59,19.84,25.9,23.483477,6.59,48.05,44.78,0.0,0.0,0.0,223.0,Poor,2015,6,6,Summer
Ahmedabad,2015-06-07,80.69,118.127106,6.86,16.07,22.25,23.483477,6.86,39.85,32.65,0.0,0.0,0.0,192.0,Moderate,2015,6,7,Summer
Ahmedabad,2015-06-08,44.75,118.127106,7.76,16.53,24.29,23.483477,7.76,9.89,8.07,0.0,0.0,0.0,191.0,Moderate,2015,6,8,Summer
Ahmedabad,2015-06-09,38.11,118.127106,7.41,11.62,19.03,23.483477,7.41,3.13,6.69,2.5,5.93,0.74,184.0,Moderate,2015,6,9,Summer
Ahmedabad,2015-06-10,45.5,118.127106,8.56,15.59,24.15,23.483477,8.56,0.76,3.82,5.09,8.52,1.82,220.0,Poor,2015,6,10,Summer
Ahmedabad,2015-06-11,36.98,118.127106,8.21,11.52,19.74,23.483477,8.21,0.52,5.17,3.63,8.16,1.33,215.0,Poor,2015,6,11,Summer
Ahmedabad,2015-06-12,43.58,118.127106,8.26,13.33,21.58,23.483477,8.26,1.02,7.56,3.59,6.79,1.5,226.0,Poor,2015,6,12,Summer
Ahmedabad,2015-06-13,45.49,118.127106,9.63,14.91,24.53,23.483477,9.63,0.81,2.94,3.67,6.62,1.17,251.0,Poor,2015,6,13,Summer
Ahmedabad,2015-06-14,38.06,118.127106,8.67,18.57,27.25,23.483477,8.67,1.05,4.63,2.85,5.12,0.74,216.0,Poor,2015,6,14,Summer
Ahmedabad,2015-06-15,45.41,118.127106,9.35,20.55,29.9,23.483477,9.35,0.74,4.5,2.83,7.18,0.82,237.0,Poor,2015,6,15,Summer
Ahmedabad,2015-06-16,37.71,118.127106,8.54,16.26,24.8,23.483477,8.54,0.87,4.6,2.52,7.61,0.81,198.0,Moderate,2015,6,16,Summer
Ahmedabad,2015-06-17,32.37,118.127106,7.53,14.36,21.89,23.483477,7.53,2.17,12.17,1.88,7.92,0.69,195.0,Moderate,2015,6,17,Summer
Ahmedabad,2015-06-18,34.74,118.127106,7.59,13.51,21.11,23.483477,7.59,4.11,12.22,1.82,6.19,0.47,187.0,Moderate,2015,6,18,Summer
Ahmedabad,2015-06-19,32.56,118.127106,7.34,13.91,21.25,23.483477,7.34,4.04,11.85,2.55,9.3,0.97,181.0,Moderate,2015,6,19,Summer
Ahmedabad,2015-06-20,29.28,118.127106,7.55,11.68,19.23,23.483477,7.55,4.01,12.64,1.64,7.0,0.62,179.0,Moderate,2015,6,20,Summer
Ahmedabad,2015-06-21,20.46,118.127106,7.15,10.61,17.76,23.483477,7.15,5.62,12.7,1.26,5.17,0.32,188.0,Moderate,2015,6,21,Summer
Ahmedabad,2015-06-22,26.07,118.127106,7.99,11.07,19.06,23.483477,7.99,4.1,10.57,1.5,6.9,0.63,190.0,Moderate,2015,6,22,Summer
Ahmedabad,2015-06-23,21.43,118.127106,7.45,11.16,18.62,23.483477,7.45,4.99,7.38,1.4,6.69,0.76,185.0,Moderate,2015,6,23,Summer
Ahmedabad,2015-06-24,11.91,118.127106,7.34,10.1,17.44,23.483477,7.34,10.86,5.47,1.3,12.23,0.73,189.0,Moderate,2015,6,24,Summer
Ahmedabad,2015-06-25,57.75,118.127106,8.68,9.68,18.36,23.483477,8.68,12.28,3.06,1.98,6.51,0.74,196.0,Moderate,2015,6,25,Summer
Ahmedabad,2015-06-26,66.39,118.127106,8.58,12.79,21.36,23.483477,8.58,11.09,4.96,1.76,6.18,0.57,201.0,Poor,2015,6,26,Summer
Ahmedabad,2015-06-27,62.61,118.127106,9.15,9.83,18.98,23.483477,9.15,12.31,6.44,1.87,5.47,0.37,231.0,Poor,2015,6,27,Summer
Ahmedabad,2015-06-28,47.5,118.127106,8.07,9.53,17.59,23.483477,8.07,13.91,7.28,1.34,3.97,0.12,196.0,Moderate,2015,6,28,Summer
Ahmedabad,2015-06-29,111.8,118.127106,9.23,11.51,20.74,23.483477,9.23,5.27,5.99,1.84,5.69,0.28,220.0,Poor,2015,6,29,Summer
Ahmedabad,2015-06-30,30.0,118.127106,8.87,13.59,22.64,23.483477,8.87,8.09,6.31,1.32,4.59,0.16,244.0,Poor,2015,6,30,Summer
Ahmedabad,2015-07-01,4.66,118.127106,9.01,10.9,20.36,23.483477,9.01,7.31,6.38,1.27,3.94,0.13,223.0,Poor,2015,7,1,Summer
Ahmedabad,2015-07-02,48.72,118.127106,9.56,11.94,21.5,23.483477,9.56,5.72,6.61,1.77,4.96,0.39,230.0,Poor,2015,7,2,Summer
Ahmedabad,2015-07-03,49.7,118.127106,9.43,9.81,19.23,23.483477,9.43,6.78,6.42,2.0,4.79,0.31,243.0,Poor,2015,7,3,Summer
Ahmedabad,2015-07-04,48.1,118.127106,8.03,9.53,17.57,23.483477,8.03,9.33,7.6,1.68,4.41,0.18,215.0,Poor,2015,7,4,Summer
Ahmedabad,2015-07-05,47.43,118.127106,8.11,9.45,17.56,23.483477,8.11,7.93,7.08,2.1,3.6,0.13,199.0,Moderate,2015,7,5,Summer
Ahmedabad,2015-07-06,51.74,118.127106,8.91,12.38,21.28,23.483477,8.91,10.05,5.78,2.15,3.64,0.27,200.0,Moderate,2015,7,6,Summer
Ahmedabad,2015-07-07,42.68,118.127106,9.74,11.08,20.82,23.483477,9.74,10.87,4.44,1.62,4.96,0.39,226.0,Poor,2015,7,7,Summer
Ahmedabad,2015-07-08,38.45,118.127106,10.55,7.8,18.35,23.483477,10.55,10.28,3.24,2.46,4.79,0.41,241.0,Poor,2015,7,8,Summer
Ahmedabad,2015-07-09,46.69,118.127106,11.48,0.17,11.64,23.483477,11.48,10.25,5.76,1.77,4.34,0.15,222.0,Poor,2015,7,9,Summer
Ahmedabad,2015-07-10,55.27,118.127106,11.55,0.12,11.66,23.483477,11.55,12.7,6.55,1.69,4.17,0.22,223.0,Poor,2015,7,10,Summer
Ahmedabad,2015-07-11,149.03,118.127106,11.49,0.16,11.65,23.483477,11.49,10.07,7.27,1.71,5.72,0.19,248.0,Poor,2015,7,11,Summer
Ahmedabad,2015-07-12,86.57,118.127106,11.47,0.17,11.64,23.483477,11.47,11.09,6.53,1.57,3.85,0.09,300.0,Poor,2015,7,12,Summer
Ahmedabad,2015-07-13,111.77,118.127106,11.3,0.24,11.53,23.483477,11.3,7.73,4.67,1.72,4.52,0.16,232.0,Poor,2015,7,13,Summer
Ahmedabad,2015-07-15,51.35,118.127106,8.0,2.69,10.67,23.483477,8.0,10.0,5.76,1.54,4.32,0.35,223.0,Poor,2015,7,15,Summer
Ahmedabad,2015-07-16,65.37,118.127106,0.64,8.07,8.57,23.483477,0.64,16.31,8.02,1.63,4.34,0.28,105.0,Moderate,2015,7,16,Summer
Ahmedabad,2015-07-17,56.28,118.127106,0.6,8.02,8.51,23.483477,0.6,18.93,6.2,1.52,3.74,0.29,101.0,Moderate,2015,7,17,Summer
Ahmedabad,2015-07-18,48.17,118.127106,0.65,8.0,8.55,23.483477,0.65,18.99,7.97,1.23,4.74,0.12,93.0,Satisfactory,2015,7,18,Summer
Ahmedabad,2015-07-19,33.56,118.127106,0.72,7.89,8.56,23.483477,0.72,11.28,10.18,0.61,3.85,0.08,67.0,Satisfactory,2015,7,19,Summer
Ahmedabad,2015-07-20,31.3,118.127106,0.55,8.1,8.49,23.483477,0.55,10.29,7.44,0.52,2.31,0.06,60.0,Satisfactory,2015,7,20,Summer
Ahmedabad,2015-07-21,48.12,118.127106,0.67,7.9,8.43,23.483477,0.67,1.28,6.3,5.0,21.75,1.54,166.46358,Moderate,2015,7,21,Summer
Ahmedabad,2015-07-22,57.11,118.127106,0.55,8.28,8.42,23.483477,0.55,14.58,2.6,2.81,14.53,1.87,90.0,Satisfactory,2015,7,22,Summer
Ahmedabad,2015-07-23,34.72,118.127106,0.1,9.73,7.88,23.483477,0.1,13.62,4.87,1.44,5.22,0.38,78.0,Satisfactory,2015,7,23,Summer
Ahmedabad,2015-07-24,29.22,118.127106,0.06,9.57,7.77,23.483477,0.06,13.58,5.08,1.37,3.65,0.32,48.0,Good,2015,7,24,Summer
Ahmedabad,2015-07-25,29.79,118.127106,0.14,8.64,7.97,23.483477,0.14,15.11,5.34,0.36,1.05,0.14,53.0,Satisfactory,2015,7,25,Summer
Ahmedabad,2015-07-26,59.95,118.127106,0.18,8.78,8.16,23.483477,0.18,11.52,2.79,0.52,1.23,0.22,91.0,Satisfactory,2015,7,26,Summer
Ahmedabad,2015-07-27,19.2,118.127106,1.52,9.45,9.74,23.483477,1.52,11.23,4.61,1.29,3.29,0.15,70.0,Satisfactory,2015,7,27,Summer
Ahmedabad,2015-07-28,19.52,118.127106,5.89,11.26,17.15,23.483477,5.89,11.56,4.4,0.58,1.44,0.07,157.0,Moderate,2015,7,28,Summer
Ahmedabad,2015-07-29,35.16,118.127106,5.75,10.89,16.64,23.483477,5.75,14.7,3.67,1.61,3.71,0.48,158.0,Moderate,2015,7,29,Summer
Ahmedabad,2015-07-30,33.03,118.127106,7.01,10.58,17.58,23.483477,7.01,12.95,3.53,1.65,3.96,0.37,169.0,Moderate,2015,7,30,Summer
Ahmedabad,2015-07-31,40.95,118.127106,6.92,10.47,17.39,23.483477,6.92,19.8,3.38,2.05,5.08,0.44,174.0,Moderate,2015,7,31,Summer
Ahmedabad,2015-08-01,40.29,118.127106,6.74,10.52,17.26,23.483477,6.74,8.27,3.57,1.85,4.34,0.39,173.0,Moderate,2015,8,1,Summer
Ahmedabad,2015-08-02,41.16,118.127106,6.91,10.51,17.42,23.483477,6.91,13.48,3.69,1.8,4.23,0.33,172.0,Moderate,2015,8,2,Summer
Ahmedabad,2015-08-03,36.12,118.127106,7.21,11.56,17.07,23.483477,7.21,13.62,6.08,1.67,2.85,0.11,190.0,Moderate,2015,8,3,Summer
Ahmedabad,2015-08-04,28.51,118.127106,6.69,20.52,27.21,23.483477,6.69,5.69,7.65,1.36,2.17,0.09,171.0,Moderate,2015,8,4,Summer
Ahmedabad,2015-08-05,31.59,118.127106,6.99,20.42,27.41,23.483477,6.99,9.23,7.9,0.72,2.29,0.12,168.0,Moderate,2015,8,5,Summer
Ahmedabad,2015-08-06,42.56,118.127106,7.17,20.4,27.57,23.483477,7.17,6.28,9.86,1.36,2.94,0.28,172.0,Moderate,2015,8,6,Summer
Ahmedabad,2015-08-07,48.12,118.127106,7.14,20.3,27.45,23.483477,7.14,6.77,12.78,1.22,3.39,0.26,173.0,Moderate,2015,8,7,Summer
Ahmedabad,2015-08-08,37.09,118.127106,7.22,20.21,27.42,23.483477,7.22,8.66,7.94,0.86,2.98,0.16,175.0,Moderate,2015,8,8,Summer
Ahmedabad,2015-08-09,33.4,118.127106,7.4,20.09,27.5,23.483477,7.4,9.95,8.39,0.8,2.13,0.07,179.0,Moderate,2015,8,9,Summer
